n	k	approx	t_approx	exact	t_exact
29	19	0.4563078914830019	90	0.45648129283220856	21417
29	20	0.4901056908673245	94	0.4902915053715383	55087
29	21	0.5259717714859036	96	0.5261727029600324	22189
29	22	0.5642540591079743	91	0.5644737916768453	30401
29	23	0.6054118035363001	93	0.6056555310642459	34670
29	24	0.6500745476859691	93	0.650349903280474	31153
29	25	0.69914994134888	95	0.6994687257194041	46712
29	26	0.7540430044403377	100	0.754424561816878	46897
29	27	0.8171778124835838	95	0.8176552742528106	32692
29	28	0.893609815884371	93	0.8942266500861765	38209
29	29	1.0	100	1.0	95631
30	1	0.03324381223984041	117	0.03333333333333333	1070
30	2	0.050483651257344775	94	0.05057471264367816	1133
30	3	0.06813388953243671	105	0.06822660098522168	4518
30	4	0.08621732096226897	85	0.08631180441525269	2505
30	5	0.10475884275507275	94	0.10485523416557899	3269
30	6	0.12378573574926133	91	0.12388418733246319	8806
30	7	0.14332799476359848	90	0.14342867768976145	6693
30	8	0.1634187203917732	90	0.16352182806643076	9742
30	9	0.184094586880586	93	0.1842003389654564	15740
30	10	0.20539640506199308	95	0.20550505244658168	11361
30	11	0.2273698051973062	89	0.227481636203866	11532
30	12	0.2500660727063697	95	0.2501814209138836	17451
30	13	0.27354318110567233	95	0.2736624353266336	12358
30	14	0.29786708262076456	89	0.2979906997812596	13037
30	15	0.32311334031183503	93	0.32324186230860213	24790
30	16	0.3493692200865175	92	0.34950329618669357	29817
30	17	0.37673641316489603	91	0.3768768302808078	20072
30	18	0.40533464046325973	92	0.4054823648601914	27514
30	19	0.4353065194375907	91	0.43546275544876273	21262
30	20	0.46682428677505594	115	0.4669905615239314	30828
30	21	0.5000993349970554	121	0.5002776241633698	56273
30	22	0.5353961745028745	108	0.535589095249728	35282
30	23	0.5730536677609692	97	0.5732647862416201	32412
30	24	0.6135188733220563	92	0.6137532172699023	43258
30	25	0.6574042817250119	97	0.6576692404825885	41054
30	26	0.7055924174096782	97	0.7058994157558373	30066
30	27	0.7594484760980003	95	0.7598162447125492	47138
30	28	0.8213260034471992	93	0.8217866335056864	36825
30	29	0.8961289111894758	94	0.8967245816924003	36583
30	30	1.0	110	1.0	98939
31	1	0.032174133453355735	99	0.03225806451612903	877
31	2	0.04883940395570752	98	0.0489247311827957	1096
31	3	0.0658877201348288	97	0.06597453961191448	1580
31	4	0.08333959717633277	89	0.08342801525504528	7993
31	5	0.10121737323506363	89	0.10130750804833119	3214
31	6	0.11954544305330428	89	0.11963742632077819	3219
31	7	0.13835053160832178	91	0.1384445108010975	9947
31	8	0.15766201654076184	101	0.1577581574946703	10044
31	9	0.17751231048147953	88	0.1776108005751786	7572
31	10	0.19793731753426247	92	0.1980383695850398	27744
31	11	0.2189769823868638	85	0.21908083946756693	8595
31	12	0.24067595625201343	91	0.2407828977030062	14645
31	13	0.26308441173449637	95	0.2631947607443293	17709
31	14	0.2862590497617127	91	0.2863731830337174	13222
31	15	0.3102643574132774	115	0.3103827176453047	16736
31	16	0.33517419821276273	93	0.33529731043044353	35520
31	17	0.36107385001936343	106	0.3612023432800759	22257
31	18	0.38806265638701953	91	0.3881972931146697	20493
31	19	0.4162575358800009	95	0.4163992522784156	26486
31	20	0.44579771924568923	95	0.4459476821924536	32690
31	21	0.4768512911104239	92	0.4770109802532066	19198
31	22	0.5096244670442804	92	0.509795796672073	38982
31	23	0.5443751713616289	90	0.5445606773636948	23178
31	24	0.5814336801239475	92	0.5816368179976816	42001
31	25	0.621235511456801	101	0.6214611530952352	64476
31	26	0.6643770281551611	97	0.6646323342109256	27647
31	27	0.7117170149547685	93	0.7120130574661946	31050
31	28	0.7645830809996907	92	0.7649380147746586	52827
31	29	0.8252622886925909	97	0.8257072279009297	34943
31	30	0.8985159187425525	93	0.8990918268187826	48853
31	31	1.0	101	1.0	102753
32	1	0.03117115137275961	103	0.03125	6524
32	2	0.047298914165111006	102	0.047379032258064516	6467
32	3	0.0637850154307964	100	0.06386648745519713	6939
32	4	0.08064798557239139	84	0.08073090470893586	7738
32	5	0.09790794281890225	92	0.09799241220403623	13983
32	6	0.11558678917810072	91	0.11567292337360932	8501
32	7	0.13370843867388826	88	0.13379636541780987	8960
32	8	0.15229908464496866	100	0.1523889469509603	20921
32	9	0.17138751463685475	91	0.1714794733285958	13492
32	10	0.19100548372430182	91	0.19109972051766075	16815
32	11	0.21118816015967556	91	0.21128488144094526	22183
32	12	0.23197466134778444	100	0.2320741028452697	14429
32	13	0.25340870372662894	90	0.2535111363412365	17387
32	14	0.27553939781961223	96	0.2756451349768772	26672
32	15	0.2984222304729467	95	0.2985316374981362	22624
32	16	0.3221202915708431	96	0.32223379779247313	24511
32	17	0.3467058246378022	89	0.34682393922865273	28179
32	18	0.37226221340398435	93	0.3723855464311828	27013
32	19	0.3988865657585787	92	0.39901585663495026	26189
32	20	0.42669313298353817	91	0.42682928966449485	49924
32	21	0.4558179241127922	94	0.45596207827852725	27965
32	22	0.48642507628535714	93	0.48657866296896995	25210
32	23	0.5187158862364014	93	0.5188807620341568	42100
32	24	0.552942024720193	92	0.5531206491402075	31763
32	25	0.5894256207378404	98	0.5896213452777743	57361
32	26	0.6285912509767461	115	0.6288088010531108	44562
32	27	0.6710200005375433	91	0.6712663218327432	32997
32	28	0.717548186777226	92	0.7178340196995447	39176
32	29	0.769467884051001	91	0.7698108418513945	53671
32	30	0.8290033761692309	91	0.8294336536375653	49645
32	31	0.9007814522184668	94	0.901338864663338	43462
32	32	1.0	103	1.0	189107
33	1	0.030228816149477034	101	0.030303030303030304	871
33	2	0.04585265850878284	94	0.045928030303030304	6641
33	3	0.061812447823450856	97	0.06188905180840665	4390
